timestamp_ms,timestamp_μs,freeAcceleration_m/s²_x,freeAcceleration_m/s²_y,freeAcceleration_m/s²_z
1746706902761,2297596536,-2.2459197,-0.9365025,-2.3002315
1746706902778,2297613203,-1.5396507,0.67198944,-3.5613923
1746706902794,2297629870,-1.457099,0.8184437,-5.036937
1746706902811,2297646537,-2.497871,-0.1255763,-6.459771
1746706902828,2297663204,-2.3041859,-1.1118478,-7.8240604
1746706902844,2297679871,-1.4390842,-2.330387,-9.69364
1746706902861,2297696538,-2.1581254,-4.015462,-10.439164
1746706902878,2297713205,-2.7316985,-6.505601,-10.401525
1746706902894,2297729872,-2.359263,-7.6703587,-10.065434
1746706902911,2297746539,-3.2067325,-9.993472,-8.417636
1746706902928,2297763206,-3.4565754,-11.911222,-6.3457055
1746706902944,2297779873,-2.007875,-11.160001,-4.76858
1746706902961,2297796540,-0.2228708,-9.921939,-3.5729494
1746706902978,2297813207,1.2015586,-8.863688,-3.3012109
1746706902994,2297829874,0.15783368,-8.229733,-2.110938
1746706903011,2297846541,0.21761131,-7.4073286,-1.5098677
1746706903028,2297863208,1.7435039,-5.1165576,-2.162274
1746706903044,2297879875,1.5814996,-3.993692,-2.2307305
1746706903061,2297896542,4.835043,-4.642143,-4.6781864
1746706903078,2297913209,4.7557797,-5.931287,-0.7410984
1746706903094,2297929876,4.3926024,-5.1037188,1.1885309
1746706903111,2297946543,3.3567839,-5.172891,0.588151
1746706903128,2297963210,-1.6176144,-4.725544,3.447112
1746706903144,2297979877,3.1855912,-3.1020072,-1.860178
1746706903161,2297996544,2.4923809,-2.31526,-1.9492059
1746706903178,2298013211,0.79975235,-5.2614403,1.500534
1746706903194,2298029878,1.0314354,-5.6661563,2.08749
1746706903211,2298046545,1.5902588,-3.974661,1.0634298
1746706903228,2298063212,1.480159,-2.994336,0.5069361
1746706903244,2298079879,1.2896943,-2.6744626,0.4183216
1746706903261,2298096546,1.5965419,-1.64127,-0.7701731
1746706903278,2298113213,2.929479,-1.9285963,-0.9145746
1746706903294,2298129880,2.5853405,-1.3800776,-0.7574959
1746706903311,2298146547,2.0662887,-1.0215327,-0.97960377
1746706903328,2298163214,0.84996957,-1.8638794,-0.31455612
1746706903344,2298179881,2.3712764,-1.7132695,-0.24572086
1746706903361,2298196548,2.3478637,-0.9341125,-1.0220709
1746706903378,2298213215,0.86443186,-0.90010893,-1.5134583
1746706903394,2298229882,0.24317226,-1.8171204,-1.3743715
1746706903411,2298246549,1.8201082,-1.3414588,-1.1772137
1746706903428,2298263216,1.9792541,-0.840433,-1.2553864
1746706903444,2298279883,1.2008921,-0.983957,-1.3644505
1746706903461,2298296550,1.3059312,-1.1621065,-1.2978392
1746706903478,2298313217,1.7937182,-0.97887903,-1.5480652
1746706903494,2298329884,1.8788825,-1.10216,-1.6846237
1746706903511,2298346551,1.3841012,-1.1550927,-1.5498638
1746706903528,2298363218,1.6390636,-1.0755473,-1.300684
1746706903544,2298379885,1.9597867,-1.4494839,-1.1607952
1746706903561,2298396552,1.5587517,-1.386589,-1.4187078
1746706903578,2298413219,1.4668392,-1.2995814,-1.4882545
1746706903594,2298429886,1.8526124,-1.2587161,-1.2537289
1746706903611,2298446553,1.7643664,-1.325166,-1.1253805
1746706903628,2298463220,1.7630355,-1.2187465,-1.2265959
1746706903644,2298479887,1.6062313,-1.2994797,-1.197546
1746706903661,2298496554,1.8650913,-1.2851161,-1.2579842
1746706903678,2298513221,1.3006213,-1.4349993,-1.3940058
1746706903694,2298529888,1.9125471,-1.3096744,-1.1417294
1746706903711,2298546555,1.8196435,-1.4247894,-0.9862089
1746706903728,2298563222,1.4848628,-1.5480392,-1.0799656
1746706903744,2298579889,1.6397713,-1.5919051,-0.91678715
1746706903761,2298596556,1.7148399,-1.489738,-0.69096565
1746706903778,2298613223,2.231836,-1.3775115,-0.46446705
1746706903794,2298629890,1.9162325,-1.5205029,-0.8125944
1746706903811,2298646557,1.8900939,-1.5720088,-0.81857204
1746706903828,2298663224,2.326356,-1.4864296,-0.5745516
1746706903844,2298679891,2.2869613,-1.4830782,-0.3210144
1746706903861,2298696558,2.1950836,-1.9161326,-0.09335518
1746706903878,2298713225,2.384644,-1.8337479,-0.11365509
1746706903894,2298729892,1.5498431,-1.5200329,-0.47510147
1746706903911,2298746559,1.9002184,-1.2851753,-0.3725443
1746706903928,2298763226,2.0232687,-1.4545182,-0.2556076
1746706903944,2298779893,1.3307891,-1.3276132,-0.87783146
1746706903961,2298796560,1.162761,-1.2532979,-1.0080681
1746706903978,2298813227,1.6000742,-1.4772767,-0.4471941
1746706903994,2298829894,1.7636062,-1.4858774,-0.3277893
1746706904011,2298846561,1.7285455,-1.5611229,-0.43874264
1746706904028,2298863228,2.0741274,-1.7677654,-0.49645233
1746706904044,2298879895,1.787901,-1.8371805,-0.8467026
1746706904061,2298896562,1.5048338,-1.6105306,-0.9455061
1746706904078,2298913229,1.8159899,-1.4190531,-0.6611395
1746706904094,2298929896,2.0520117,-1.6742165,-0.34753227
1746706904111,2298946563,2.0672448,-1.7131846,-0.34393024
1746706904128,2298963230,1.8332216,-1.6183467,-0.7722912
1746706904144,2298979897,1.9973533,-1.6596226,-0.7997408
1746706904161,2298996564,2.2602603,-1.5748991,-0.66194534
1746706904178,2299013231,2.2317567,-1.4378111,-0.7643709
1746706904194,2299029898,1.9936918,-1.8028319,-0.86654854
1746706904211,2299046565,1.7902383,-1.7652876,-0.96712685
1746706904228,2299063232,1.7803338,-1.4523736,-0.811429
1746706904244,2299079899,1.867071,-1.4916878,-0.8809929
1746706904261,2299096566,1.703239,-1.7400099,-0.9918394
1746706904278,2299113233,1.5868356,-1.6201884,-1.1888685
1746706904294,2299129900,1.438875,-1.479937,-1.2486467
1746706904311,2299146567,1.9030209,-1.6788162,-0.55959415
1746706904328,2299163234,2.0466857,-1.8241016,-0.23093319
1746706904344,2299179901,1.7340271,-1.7584996,-0.8451061
1746706904361,2299196568,1.6931806,-1.5632308,-1.2164755
1746706904378,2299213235,1.8077942,-1.4691253,-0.991416
1746706904394,2299229902,2.0283508,-1.6546524,-0.5042248
1746706904411,2299246569,1.9999428,-1.7640218,-0.33895397
1746706904428,2299263236,1.7665629,-1.7352753,-0.63537407
1746706904444,2299279903,1.6450902,-1.530847,-0.90070343
1746706904461,2299296570,1.6833829,-1.4019762,-0.8092613
1746706904478,2299313237,2.2198284,-1.6482371,-0.2805624
1746706904494,2299329904,1.7151603,-1.7805481,-0.5626011
1746706904511,2299346571,1.6685848,-1.4911897,-0.47856998
1746706904528,2299363238,1.7266134,-1.4519823,-0.38615227
1746706904544,2299379905,1.8076359,-1.4150256,-0.6100254
1746706904561,2299396572,1.7370739,-1.6043333,-0.75159264
1746706904578,2299413239,1.4167726,-1.4516822,-0.9666443
1746706904594,2299429906,1.3076867,-1.4073838,-0.98661995
1746706904611,2299446573,1.6660839,-1.6124531,-0.46708393
1746706904628,2299463240,1.9762651,-1.6880728,-0.12318897
1746706904644,2299479907,1.7675849,-1.4583613,-0.6011715
1746706904661,2299496574,1.5382874,-1.3186612,-1.05548
1746706904678,2299513241,1.6553173,-1.4864746,-0.73522663
1746706904694,2299529908,1.687348,-1.6314936,-0.47673512
1746706904711,2299546575,1.7912842,-1.5655342,-0.35122967
1746706904728,2299563242,1.6696352,-1.5658147,-0.6834793
1746706904744,2299579909,1.6716064,-1.5867987,-0.8153696
1746706904761,2299596576,1.6346442,-1.5309662,-0.65361977
1746706904778,2299613243,1.8315223,-1.4319402,-0.4315977
1746706904794,2299629910,1.8690932,-1.5626707,-0.59836483
1746706904811,2299646577,1.4730467,-1.596219,-1.0163832
1746706904828,2299663244,1.572946,-1.4665738,-0.69800186
1746706904844,2299679911,1.7306701,-1.447088,-0.5345316
1746706904861,2299696578,1.7686999,-1.7614431,-0.50548077
1746706904878,2299713245,1.6061718,-1.9354155,-0.62505627
1746706904894,2299729912,1.5724888,-1.6356003,-0.73061085
1746706904911,2299746579,1.8547041,-1.4578382,-0.53884125
1746706904928,2299763246,1.8582765,-1.4126104,-0.55486774
1746706904944,2299779913,1.8901954,-1.5765887,-0.5599861
1746706904961,2299796580,1.6646804,-1.7722318,-0.65695477
1746706904978,2299813247,1.5199198,-1.5614312,-0.7308607
1746706904994,2299829914,1.5360161,-1.4037801,-0.7087498
1746706905011,2299846581,1.6313692,-1.4384708,-0.52453136
1746706905028,2299863248,1.6264192,-1.626957,-0.29357147
1746706905044,2299879915,1.4639311,-1.5101212,-0.52207184
1746706905061,2299896582,1.4355686,-1.4899937,-0.67614937
1746706905078,2299913249,1.5284786,-1.4555252,-0.70493126
1746706905094,2299929916,1.7029607,-1.4686036,-0.5138979
1746706905111,2299946583,1.6000165,-1.427883,-0.62834644
1746706905128,2299963250,1.6920325,-1.4868604,-0.4027338
1746706905144,2299979917,1.6290718,-1.589149,-0.30679893
1746706905161,2299996584,1.4945616,-1.5497673,-0.58993435
1746706905178,2300013251,1.5026336,-1.444681,-0.73220634
1746706905194,2300029918,1.5971297,-1.4422612,-0.6351938
1746706905211,2300046585,1.2310067,-1.5361167,-0.8425493
1746706905228,2300063252,1.5242487,-1.5400139,-0.41661358
1746706905244,2300079919,1.6460325,-1.6250726,-0.32671547
1746706905261,2300096586,1.4875735,-1.5754074,-0.55251694
1746706905278,2300113253,1.6310239,-1.6071507,-0.39718246
1746706905294,2300129920,1.3843158,-1.5407478,-0.57217216
1746706905311,2300146587,1.5762668,-1.4479675,-0.44321156
1746706905328,2300163254,1.5440072,-1.5473107,-0.4508686
1746706905344,2300179921,1.3984596,-1.4942613,-0.49037838
1746706905361,2300196588,1.3228043,-1.3938118,-0.5589781
1746706905378,2300213255,1.2897117,-1.3993634,-0.59555817
1746706905394,2300229922,1.5280572,-1.3772774,-0.5069275
1746706905411,2300246589,1.5173702,-1.5357976,-0.49950886
1746706905428,2300263256,1.4911547,-1.5148118,-0.47223568
1746706905444,2300279923,1.5590365,-1.4172784,-0.38059998
1746706905461,2300296590,1.703174,-1.467572,-0.4651127
1746706905478,2300313257,1.6179391,-1.5191909,-0.67609215
1746706905494,2300329924,1.4431518,-1.5459408,-0.68585014
1746706905511,2300346591,1.3121151,-1.5187993,-0.5027771
1746706905528,2300363258,1.4115609,-1.4060684,-0.40520287
1746706905544,2300379925,1.4050599,-1.3877239,-0.5445099
1746706905561,2300396592,1.3475726,-1.3714954,-0.5971031
1746706905578,2300413259,1.2013944,-1.3787737,-0.7290211
1746706905594,2300429926,1.0438372,-1.3187609,-0.8751936
1746706905611,2300446593,1.2000667,-1.3631086,-0.51722527
1746706905628,2300463260,1.2804981,-1.3505028,-0.3793211
1746706905644,2300479927,1.0570326,-1.2428899,-0.45622158
1746706905661,2300496594,1.1162045,-1.2760117,-0.33029366
1746706905678,2300513261,1.0774319,-1.3204395,-0.4226284
1746706905694,2300529928,1.1721134,-1.3720926,-0.41878033
1746706905711,2300546595,1.2611731,-1.2331009,-0.47066402
1746706905728,2300563262,1.110334,-1.20499,-0.5858326
1746706905744,2300579929,1.0449466,-1.1896152,-0.5445776
1746706905761,2300596596,0.95391977,-1.161741,-0.43553448
1746706905778,2300613263,1.1457037,-1.1836019,-0.32692432
1746706905794,2300629930,1.1377482,-1.2461387,-0.5065279
1746706905811,2300646597,1.1525226,-1.19841,-0.6494436
1746706905828,2300663264,0.97637117,-1.175781,-0.6691227
1746706905844,2300679931,0.7939493,-1.1627377,-0.6620884
1746706905861,2300696598,1.0108925,-1.247515,-0.32380867
1746706905878,2300713265,1.0600297,-1.2573869,-0.37138748
1746706905894,2300729932,0.92920524,-1.1659431,-0.594964
1746706905911,2300746599,0.9037638,-1.0857623,-0.48928547
1746706905928,2300763266,0.8981993,-1.0229112,-0.3838377
1746706905944,2300779933,1.1667658,-1.0597631,-0.25088787
1746706905961,2300796600,1.3715544,-1.3407421,-0.060016632
1746706905978,2300813267,1.0759575,-1.2332473,-0.11241245
1746706905994,2300829934,0.7706535,-0.9874074,-0.717782
