timestamp_ms,timestamp_μs,freeAcceleration_m/s²_x,freeAcceleration_m/s²_y,freeAcceleration_m/s²_z
1749910824533,824560217,-0.12011324,0.22098719,-0.26778507
1749910824550,824576884,-0.0692713,0.39659238,-0.2922392
1749910824566,824593551,-0.10249799,0.41492507,0.00066280365
1749910824583,824610218,0.048857864,0.37742785,-0.17817497
1749910824600,824626885,0.09194856,0.33593312,0.19149876
1749910824616,824643552,0.23665054,0.25062647,0.36388206
1749910824633,824660219,0.4536502,0.29406705,0.71954536
1749910824650,824676886,0.36024815,0.26543108,0.69895744
1749910824666,824693553,-0.3546065,0.23284431,0.66564655
1749910824683,824710220,-0.7538514,0.4701034,1.0156689
1749910824700,824726887,-1.0685579,0.76354575,0.90838337
1749910824716,824743554,-1.6257049,0.9048478,1.6106882
1749910824733,824760221,-1.6555192,0.09614583,2.051097
1749910824750,824776888,-1.8362973,0.14175235,1.8373995
1749910824766,824793555,-1.4675832,0.66065997,0.68329906
1749910824783,824810222,-1.4559813,1.20636,-0.03078556
1749910824800,824826889,-1.4674836,0.93685055,-0.07909489
1749910824816,824843556,-1.4202228,0.034900334,-0.010686874
1749910824833,824860223,-1.1662825,-0.23707482,-0.21776485
1749910824850,824876890,-1.1687348,0.12681714,-0.76236725
1749910824866,824893557,-0.9156577,0.1870487,-1.0490513
1749910824883,824910224,-1.1140646,-0.5514536,-1.0208035
1749910824900,824926891,-1.2815522,-0.87743616,-1.5178442
1749910824916,824943558,-1.2172669,-0.62981176,-2.1382103
1749910824933,824960225,-0.76060575,-0.47380018,-2.2915
1749910824950,824976892,-0.35400334,-0.47664982,-2.377716
1749910824966,824993559,-0.27519622,-0.96158916,-1.9889245
1749910824983,825010226,-0.03839187,-1.464552,-1.5819311
1749910825000,825026893,0.17128675,-1.6811719,-1.6752968
1749910825016,825043560,0.5169169,-1.5982257,-1.6544333
1749910825033,825060227,0.7536026,-1.3060383,-2.117125
1749910825050,825076894,0.6604551,-1.4564373,-1.7139826
1749910825066,825093561,0.76641005,-1.7628787,-1.226429
1749910825083,825110228,0.74620163,-2.0973866,-0.2807579
1749910825100,825126895,0.63592833,-2.39196,-0.2642908
1749910825116,825143562,0.7022618,-2.7205687,0.105425835
1749910825133,825160229,0.87709063,-2.315606,-0.044299126
1749910825150,825176896,0.87937623,-1.6918185,-0.18546963
1749910825166,825193563,0.91829675,-1.2707126,-0.47395515
1749910825183,825210230,0.8365338,-1.515092,-0.6355667
1749910825200,825226897,0.86588234,-1.8287262,-0.0014343262
1749910825216,825243564,0.9612047,-1.4728696,0.35375404
1749910825233,825260231,1.0704721,-1.2393764,0.27542686
1749910825250,825276898,1.0329425,-1.0860494,0.28983116
1749910825266,825293565,1.0322359,-0.94502795,0.19915295
1749910825283,825310232,0.9160266,-0.71949327,-0.033089638
1749910825300,825326899,0.77716255,-0.8900746,0.12055111
1749910825316,825343566,0.7772845,-0.863762,-0.09090996
1749910825333,825360233,0.98685867,-0.6581405,-0.40025234
1749910825350,825376900,1.2914618,-0.5654634,-0.30103207
1749910825366,825393567,1.700402,0.56821054,-0.44798088
1749910825383,825410234,1.5121756,1.5774975,-0.23437214
1749910825400,825426901,0.6003817,-1.036195,1.3929701
1749910825416,825443568,0.18949664,-1.2410426,1.7059784
1749910825433,825460235,0.7764751,-0.28174606,-0.94882965
1749910825450,825476902,0.60154253,-0.15094367,-0.38641644
1749910825466,825493569,0.69548804,-0.040834237,0.010397911
1749910825483,825510236,0.5133107,-0.59233207,0.12267494
1749910825500,825526903,0.72657627,-0.2684261,-0.69493294
1749910825516,825543570,1.0807168,-0.14389868,-1.0213938
1749910825533,825560237,1.0543858,-0.30504513,-0.02639103
1749910825550,825576904,1.2459676,-0.30423307,0.17283535
1749910825566,825593571,1.0416862,-0.57085073,0.9286499
1749910825583,825610238,0.7868728,-0.5365878,0.6955414
1749910825600,825626905,0.5249706,-0.36242113,0.9148464
1749910825616,825643572,0.29567072,-0.37980667,0.7710533
1749910825633,825660239,0.20761716,-0.042741265,0.8022537
1749910825650,825676906,0.1387744,0.07373368,0.9068384
1749910825666,825693573,-0.05999814,-0.07363759,0.98672867
1749910825683,825710240,-0.11621975,-0.32616916,0.7645283
1749910825700,825726907,-0.1824552,-0.6957103,1.0878983
1749910825716,825743574,-0.08568442,-0.48841605,0.85446167
1749910825733,825760241,0.044820745,0.4070009,-0.73772335
1749910825750,825776908,0.19749764,0.55285525,-0.8954029
1749910825766,825793575,-0.1599024,-0.120506704,-0.766407
1749910825783,825810242,-0.2886066,-0.48462582,-0.9539528
1749910825800,825826909,-0.116394766,-0.4435227,-0.6711006
1749910825816,825843576,-0.1655819,-0.07320478,-1.2320242
1749910825833,825860243,-0.28178963,-0.23450163,-0.84755516
1749910825850,825876910,-0.33384028,-0.17751366,-0.92494965
1749910825866,825893577,-0.2695877,0.0734608,-1.3183069
1749910825883,825910244,-0.3598879,-0.4951174,-1.150281
1749910825900,825926911,-0.28053638,-0.6003237,-1.1187162
1749910825916,825943578,-0.07399835,-0.62952536,-0.8216791
1749910825933,825960245,0.035816442,-0.47416592,-0.9562769
1749910825950,825976912,0.0844834,-0.08006661,-1.1927147
1749910825966,825993579,0.05514569,-0.34146348,-0.94731426
1749910825983,826010246,-0.06255492,-0.5893408,-0.60781765
1749910826000,826026913,-0.023382192,-0.43450713,-0.49519444
1749910826016,826043580,0.018361533,-0.28771588,-0.44139957
1749910826033,826060247,-0.012032303,-0.10410756,-0.45071888
1749910826050,826076914,-0.11199166,-0.255166,-0.34435844
1749910826066,826093581,-0.15230483,-0.20076089,-0.73433304
1749910826083,826110248,0.0042393142,0.044836573,-0.82837296
1749910826100,826126915,0.05168849,-0.2559419,-0.32291603
1749910826116,826143582,0.02191578,-0.011623921,-0.40659618
1749910826133,826160249,0.01624618,0.2286304,-0.36108398
1749910826150,826176916,-0.021657735,0.14599021,-0.2752571
1749910826166,826193583,-0.05984574,-0.014349785,-0.27486515
1749910826183,826210250,-0.076014444,0.07725103,-0.35781002
1749910826200,826226917,-0.015350968,-0.051707003,-0.33165455
1749910826216,826243584,0.0041647954,0.012915916,-0.5901928
1749910826233,826260251,0.023103256,0.06871923,-0.22270489
1749910826250,826276918,0.23426329,0.38351867,-0.026630402
1749910826266,826293585,0.2753796,0.2858806,-0.24830055
1749910826283,826310252,0.046604477,-0.0415816,-0.5117731
1749910826300,826326919,0.17404436,0.17110923,-0.5260477
1749910826316,826343586,0.24573836,0.3519098,-0.121463776
1749910826333,826360253,0.29022124,0.6280549,-0.2880478
1749910826350,826376920,0.21170075,0.44323367,-0.3357706
1749910826366,826393587,0.17726533,0.2844445,-0.28714275
1749910826383,826410254,0.2566068,0.43711054,-0.47832298
1749910826400,826426921,0.26069054,0.29955715,-0.40408707
1749910826416,826443588,0.31508097,0.3713978,-0.3777666
1749910826433,826460255,0.37421247,0.461293,-0.54413795
1749910826450,826476922,0.40243012,0.388275,-0.3983574
1749910826466,826493589,0.27256948,0.3197672,-0.21071815
1749910826483,826510256,0.076073475,0.2654308,-0.3187132
1749910826500,826526923,-0.069962725,0.1426758,-0.30162525
1749910826516,826543590,-0.01983718,0.29487073,-0.43582535
1749910826533,826560257,0.03396382,0.20208871,-0.47940445
1749910826550,826576924,0.107408114,0.33654776,-0.35278606
1749910826566,826593591,0.12799451,0.4529462,-0.33736515
1749910826583,826610258,0.067221746,0.28982103,-0.45455647
1749910826600,826626925,0.10860135,0.38972744,-0.50757504
1749910826616,826643592,0.2162706,0.332825,-0.45332432
1749910826633,826660259,0.23164523,0.54722327,-0.36485767
1749910826650,826676926,0.23451398,0.5266322,-0.41283512
1749910826666,826693593,0.2986479,0.46179757,-0.40564346
1749910826683,826710260,0.30036137,0.52611035,-0.37161922
1749910826700,826726927,0.22810137,0.38787836,-0.35167313
1749910826716,826743594,0.2774116,0.47962096,-0.1851511
